asteroidLabel,discovered,discovererLabel
(264135) 2009 UX50,2009-10-22T00:00:00Z,Catalina Sky Survey
(275059) 2009 UD117,2009-10-22T00:00:00Z,Mount Lemmon Survey
(296763) 2009 UB51,2009-10-22T00:00:00Z,Catalina Sky Survey
(312628) 2009 UA36,2009-10-22T00:00:00Z,Mount Lemmon Survey
(321597) 2009 UZ126,2009-10-22T00:00:00Z,Catalina Sky Survey
(312630) 2009 UB107,2009-10-22T00:00:00Z,Mount Lemmon Survey
269485 Bisikalo,2009-10-21T00:00:00Z,Timur Kryachko
(243494) 2009 UF74,2009-10-21T00:00:00Z,Mount Lemmon Survey
(243496) 2009 UV105,2009-10-21T00:00:00Z,Mount Lemmon Survey
(249486) 2009 UO69,2009-10-21T00:00:00Z,Catalina Sky Survey
(264138) 2009 UX77,2009-10-21T00:00:00Z,Mount Lemmon Survey
(264139) 2009 UP78,2009-10-21T00:00:00Z,Mount Lemmon Survey
(301580) 2009 UT94,2009-10-21T00:00:00Z,Mount Lemmon Survey
(312631) 2009 UR145,2009-10-21T00:00:00Z,Catalina Sky Survey
(312778) 2010 VA30,2009-10-21T00:00:00Z,Catalina Sky Survey
(316158) 2009 UW26,2009-10-21T00:00:00Z,Catalina Sky Survey
243491 Mühlviertel,2009-10-20T00:00:00Z,David Voglsam
269484 Marcia,2009-10-19T00:00:00Z,José De Queiroz
264131 Bornim,2009-10-19T00:00:00Z,Bernd Thinius
(266869) 2009 UZ151,2009-10-18T00:00:00Z,Lincoln Near-Earth Asteroid Research
(296757) 2009 US29,2009-10-18T00:00:00Z,Mount Lemmon Survey
(316156) 2009 UW4,2009-10-18T00:00:00Z,BATTeRS
(316157) 2009 UT13,2009-10-18T00:00:00Z,Spacewatch
(316159) 2009 UH29,2009-10-18T00:00:00Z,Mount Lemmon Survey
(321599) 2009 UJ140,2009-10-18T00:00:00Z,Mount Lemmon Survey
(257413) 2009 UB61,2009-10-17T00:00:00Z,Mount Lemmon Survey
(264133) 2009 UX15,2009-10-17T00:00:00Z,Juan Lacruz
(312632) 2009 UY148,2009-10-17T00:00:00Z,Mount Lemmon Survey
(347148) 2010 WY,2009-10-17T00:00:00Z,Catalina Sky Survey
(353218) 2009 UN67,2009-10-17T00:00:00Z,Mount Lemmon Survey
(257412) 2009 UY2,2009-10-16T00:00:00Z,Lincoln Near-Earth Asteroid Research
(257416) 2009 UV147,2009-10-16T00:00:00Z,Mount Lemmon Survey
(264134) 2009 UZ21,2009-10-16T00:00:00Z,Catalina Sky Survey
(264147) 2009 UF132,2009-10-16T00:00:00Z,Catalina Sky Survey
(296783) 2009 UT151,2009-10-16T00:00:00Z,Lincoln Near-Earth Asteroid Research
(296786) 2009 UX153,2009-10-16T00:00:00Z,Mount Lemmon Survey
(296787) 2009 UR154,2009-10-16T00:00:00Z,Mount Lemmon Survey
(296738) 2009 TO25,2009-10-14T00:00:00Z,Mount Lemmon Survey
(316153) 2009 TZ24,2009-10-14T00:00:00Z,Catalina Sky Survey
(321610) 2009 VG50,2009-10-14T00:00:00Z,Mount Lemmon Survey
(353215) 2009 TE12,2009-10-14T00:00:00Z,Catalina Sky Survey
(353747) 2011 YK57,2009-10-14T00:00:00Z,Mount Lemmon Survey
264119 Georgeorton,2009-10-13T00:00:00Z,Andrew Lowe
(275007) 2009 TW40,2009-10-13T00:00:00Z,Wolf Bickel
(321580) 2009 TF46,2009-10-11T00:00:00Z,Mount Lemmon Survey
(325740) 2009 VD81,2009-10-11T00:00:00Z,Mount Lemmon Survey
(257411) 2009 TM18,2009-10-09T00:00:00Z,Catalina Sky Survey
(312643) 2010 BZ111,2009-10-09T00:00:00Z,Spacewatch
(264121) 2009 TD16,2009-10-02T00:00:00Z,Mount Lemmon Survey
(312637) 2010 AP85,2009-10-02T00:00:00Z,Mount Lemmon Survey
(312786) 2010 VC96,2009-10-02T00:00:00Z,Mount Lemmon Survey
(321656) 2010 BM90,2009-10-02T00:00:00Z,Mount Lemmon Survey
(488449) 2016 YL10,2009-10-02T00:00:00Z,Mount Lemmon Survey
(264130) 2009 TK46,2009-10-01T00:00:00Z,Mount Lemmon Survey
(266996) 2010 XQ78,2009-10-01T00:00:00Z,Mount Lemmon Survey
(279487) 2010 XT38,2009-10-01T00:00:00Z,Mount Lemmon Survey
(312626) 2009 TU15,2009-10-01T00:00:00Z,Mount Lemmon Survey
(325679) 2009 TH27,2009-10-01T00:00:00Z,Mount Lemmon Survey
(353227) 2010 AP119,2009-10-01T00:00:00Z,Mount Lemmon Survey
(326127) 2011 YS74,2009-10-01T00:00:00Z,Mount Lemmon Survey
(353748) 2011 YT65,2009-10-01T00:00:00Z,Mount Lemmon Survey
(297158) 2010 UW99,2009-09-30T00:00:00Z,Mount Lemmon Survey
(316152) 2009 SV361,2009-09-30T00:00:00Z,Mount Lemmon Survey
(297174) 2010 VB136,2009-09-29T00:00:00Z,Mount Lemmon Survey
(316150) 2009 SW355,2009-09-29T00:00:00Z,Mount Lemmon Survey
(353743) 2011 YN40,2009-09-29T00:00:00Z,Mount Lemmon Survey
(257402) 2009 SG297,2009-09-28T00:00:00Z,Catalina Sky Survey
(274970) 2009 SK347,2009-09-28T00:00:00Z,Mount Lemmon Survey
(296725) 2009 SW354,2009-09-28T00:00:00Z,Mount Lemmon Survey
(353209) 2009 SC354,2009-09-28T00:00:00Z,Mount Lemmon Survey
(353217) 2009 UG60,2009-09-28T00:00:00Z,Spacewatch
(353346) 2010 VV78,2009-09-28T00:00:00Z,Mount Lemmon Survey
410928 Maidbronn,2009-09-28T00:00:00Z,Bernhard Häusler
(257409) 2009 SB360,2009-09-27T00:00:00Z,Lincoln Near-Earth Asteroid Research
(264116) 2009 SV355,2009-09-27T00:00:00Z,Spacewatch
(312797) 2010 WC22,2009-09-27T00:00:00Z,Spacewatch
(316537) 2010 WP58,2009-09-27T00:00:00Z,Mount Lemmon Survey
(322157) 2010 WC61,2009-09-27T00:00:00Z,Mount Lemmon Survey
(325877) 2010 TJ168,2009-09-27T00:00:00Z,Spacewatch
(353351) 2010 VO138,2009-09-27T00:00:00Z,Mount Lemmon Survey
(353739) 2011 YN8,2009-09-27T00:00:00Z,Mount Lemmon Survey
228165 Mezentsev,2009-09-26T00:00:00Z,Dmitry Chestnov
(257406) 2009 ST334,2009-09-26T00:00:00Z,Spacewatch
(264114) 2009 SK353,2009-09-26T00:00:00Z,Spacewatch
(296683) 2009 SS227,2009-09-26T00:00:00Z,Spacewatch
(353202) 2009 SB254,2009-09-26T00:00:00Z,Spacewatch
(257399) 2009 SX253,2009-09-25T00:00:00Z,Spacewatch
(264094) 2009 SS287,2009-09-25T00:00:00Z,Spacewatch
(296694) 2009 SV253,2009-09-25T00:00:00Z,Spacewatch
(316149) 2009 ST355,2009-09-25T00:00:00Z,Spacewatch
(343174) 2009 SH333,2009-09-25T00:00:00Z,Catalina Sky Survey
(349923) 2009 UF8,2009-09-25T00:00:00Z,Spacewatch
(350198) 2012 AL14,2009-09-25T00:00:00Z,Catalina Sky Survey
(353204) 2009 SR281,2009-09-25T00:00:00Z,Spacewatch
(353352) 2010 VK165,2009-09-25T00:00:00Z,Spacewatch
264077 Dluzhnevskaya,2009-09-24T00:00:00Z,Timur Kryachko
(257394) 2009 SV215,2009-09-24T00:00:00Z,Spacewatch
(257395) 2009 SW216,2009-09-24T00:00:00Z,Spacewatch
(266791) 2009 SA271,2009-09-24T00:00:00Z,Spacewatch
(266813) 2009 SW363,2009-09-24T00:00:00Z,Mount Lemmon Survey
(269464) 2009 SK348,2009-09-24T00:00:00Z,Catalina Sky Survey
(296726) 2009 SA356,2009-09-24T00:00:00Z,Spacewatch
(312621) 2009 SZ269,2009-09-24T00:00:00Z,Spacewatch
(325945) 2010 VR57,2009-09-24T00:00:00Z,Mount Lemmon Survey
(229851) 2009 SQ267,2009-09-23T00:00:00Z,Mount Lemmon Survey
(231623) 2009 SR207,2009-09-23T00:00:00Z,Spacewatch
(257393) 2009 SZ211,2009-09-23T00:00:00Z,Spacewatch
(257397) 2009 SL229,2009-09-23T00:00:00Z,Mount Lemmon Survey
(257400) 2009 SK264,2009-09-23T00:00:00Z,Mount Lemmon Survey
(257401) 2009 SM264,2009-09-23T00:00:00Z,Mount Lemmon Survey
(264110) 2009 SL339,2009-09-23T00:00:00Z,Mount Lemmon Survey
(296671) 2009 SP170,2009-09-23T00:00:00Z,Mount Lemmon Survey
(349920) 2009 SC211,2009-09-23T00:00:00Z,Spacewatch
(353199) 2009 SU211,2009-09-23T00:00:00Z,Mount Lemmon Survey
(353203) 2009 SJ264,2009-09-23T00:00:00Z,Mount Lemmon Survey
264061 Vitebsk,2009-09-23T00:00:00Z,Vital Mikalaevič Newski
(257390) 2009 SM189,2009-09-22T00:00:00Z,Spacewatch
(257392) 2009 ST203,2009-09-22T00:00:00Z,Spacewatch
(264076) 2009 SM198,2009-09-22T00:00:00Z,Spacewatch
(312623) 2009 SQ346,2009-09-22T00:00:00Z,Spacewatch
(316148) 2009 SK352,2009-09-22T00:00:00Z,Mount Lemmon Survey
(349919) 2009 SZ166,2009-09-22T00:00:00Z,Spacewatch
(264074) 2009 SF185,2009-09-21T00:00:00Z,Spacewatch
(264075) 2009 ST185,2009-09-21T00:00:00Z,Spacewatch
(264089) 2009 SJ256,2009-09-21T00:00:00Z,Mount Lemmon Survey
(296674) 2009 SH188,2009-09-21T00:00:00Z,Spacewatch
(312620) 2009 SA252,2009-09-21T00:00:00Z,Spacewatch
(353197) 2009 SW185,2009-09-21T00:00:00Z,Spacewatch
(264073) 2009 SA184,2009-09-21T00:00:00Z,Spacewatch
(264087) 2009 SL252,2009-09-21T00:00:00Z,Spacewatch
(257388) 2009 SD154,2009-09-20T00:00:00Z,Spacewatch
(257389) 2009 SY155,2009-09-20T00:00:00Z,Spacewatch
(264071) 2009 SW159,2009-09-20T00:00:00Z,Spacewatch
(296664) 2009 SQ155,2009-09-20T00:00:00Z,Spacewatch
(296665) 2009 SS155,2009-09-20T00:00:00Z,Spacewatch
(296666) 2009 SQ156,2009-09-20T00:00:00Z,Spacewatch
(296667) 2009 SM159,2009-09-20T00:00:00Z,Spacewatch
(328865) 2009 WX233,2009-09-20T00:00:00Z,Mount Lemmon Survey
(353205) 2009 SN318,2009-09-20T00:00:00Z,Spacewatch
(353211) 2009 SQ355,2009-09-20T00:00:00Z,Spacewatch
(228162) 2009 SO141,2009-09-19T00:00:00Z,Spacewatch
(233918) 2009 SU146,2009-09-19T00:00:00Z,Spacewatch
(257404) 2009 SF315,2009-09-19T00:00:00Z,Spacewatch
(264068) 2009 SQ148,2009-09-19T00:00:00Z,Justas Zdanavičius
(264068) 2009 SQ148,2009-09-19T00:00:00Z,Kazimieras Černis
(296720) 2009 SX349,2009-09-19T00:00:00Z,Spacewatch
(312798) 2010 WC27,2009-09-19T00:00:00Z,Spacewatch
(325936) 2010 VL31,2009-09-19T00:00:00Z,Catalina Sky Survey
(328628) 2009 SU176,2009-09-19T00:00:00Z,Mount Lemmon Survey
(353347) 2010 VB90,2009-09-19T00:00:00Z,Spacewatch
(231615) 2009 SK78,2009-09-18T00:00:00Z,Spacewatch
(231620) 2009 SY128,2009-09-18T00:00:00Z,Spacewatch
(231621) 2009 SB132,2009-09-18T00:00:00Z,Spacewatch
(257385) 2009 ST121,2009-09-18T00:00:00Z,Spacewatch
(257386) 2009 SN122,2009-09-18T00:00:00Z,Spacewatch
(257387) 2009 SO137,2009-09-18T00:00:00Z,Spacewatch
(257405) 2009 SG330,2009-09-18T00:00:00Z,Catalina Sky Survey
(264065) 2009 SN136,2009-09-18T00:00:00Z,Spacewatch
(264066) 2009 SR136,2009-09-18T00:00:00Z,Spacewatch
(264085) 2009 SF247,2009-09-18T00:00:00Z,Spacewatch
(264086) 2009 SN249,2009-09-18T00:00:00Z,Spacewatch
(264123) 2009 TG33,2009-09-18T00:00:00Z,Catalina Sky Survey
(275342) 2010 XV34,2009-09-18T00:00:00Z,Catalina Sky Survey
(296648) 2009 SG122,2009-09-18T00:00:00Z,Spacewatch
(296654) 2009 SW135,2009-09-18T00:00:00Z,Spacewatch
(296672) 2009 SU173,2009-09-18T00:00:00Z,Catalina Sky Survey
(296692) 2009 SV246,2009-09-18T00:00:00Z,Spacewatch
(296693) 2009 SD247,2009-09-18T00:00:00Z,Spacewatch
(296707) 2009 SK313,2009-09-18T00:00:00Z,Spacewatch
(312614) 2009 SQ120,2009-09-18T00:00:00Z,Spacewatch
(312615) 2009 SJ137,2009-09-18T00:00:00Z,Spacewatch
(312622) 2009 SH313,2009-09-18T00:00:00Z,Spacewatch
(316137) 2009 SM131,2009-09-18T00:00:00Z,Spacewatch
(321526) 2009 ST235,2009-09-18T00:00:00Z,Spacewatch
(326123) 2011 YH32,2009-09-18T00:00:00Z,Spacewatch
(353210) 2009 SO355,2009-09-18T00:00:00Z,Catalina Sky Survey
(353213) 2009 SY356,2009-09-18T00:00:00Z,Spacewatch
(353356) 2010 VZ214,2009-09-18T00:00:00Z,Spacewatch
(257398) 2009 SY246,2009-09-18T00:00:00Z,Spacewatch
321485 Cross,2009-09-18T00:00:00Z,Bernard Christophe
(225271) 2009 SO61,2009-09-17T00:00:00Z,Spacewatch
(225272) 2009 SE76,2009-09-17T00:00:00Z,Spacewatch
(283178) 2009 SF1,2009-09-17T00:00:00Z,Mount Lemmon Survey
(228155) 2009 SF61,2009-09-17T00:00:00Z,Spacewatch
(257383) 2009 SO52,2009-09-17T00:00:00Z,Spacewatch
(257384) 2009 SO60,2009-09-17T00:00:00Z,Spacewatch
(257407) 2009 SO356,2009-09-17T00:00:00Z,Spacewatch
(264060) 2009 SO75,2009-09-17T00:00:00Z,Spacewatch
(264083) 2009 SM246,2009-09-17T00:00:00Z,Spacewatch
(264084) 2009 SN246,2009-09-17T00:00:00Z,Spacewatch
(264103) 2009 SF306,2009-09-17T00:00:00Z,Spacewatch
(274905) 2009 SR110,2009-09-17T00:00:00Z,Spacewatch
(296628) 2009 SN58,2009-09-17T00:00:00Z,Spacewatch
(296634) 2009 SX70,2009-09-17T00:00:00Z,Spacewatch
(296691) 2009 SC246,2009-09-17T00:00:00Z,Spacewatch
(312618) 2009 SQ246,2009-09-17T00:00:00Z,Spacewatch
(316135) 2009 SX65,2009-09-17T00:00:00Z,Spacewatch
(322546) 2011 YP35,2009-09-17T00:00:00Z,Mount Lemmon Survey
(353192) 2009 ST50,2009-09-17T00:00:00Z,Spacewatch
(353194) 2009 SM100,2009-09-17T00:00:00Z,Justas Zdanavičius
(353194) 2009 SM100,2009-09-17T00:00:00Z,Kazimieras Černis
(353200) 2009 SA246,2009-09-17T00:00:00Z,Spacewatch
(353201) 2009 SP246,2009-09-17T00:00:00Z,Spacewatch
(353208) 2009 SZ353,2009-09-17T00:00:00Z,Spacewatch
(353228) 2010 AC121,2009-09-17T00:00:00Z,Mount Lemmon Survey
(312612) 2009 SE74,2009-09-17T00:00:00Z,Spacewatch
(225270) 2009 SF30,2009-09-16T00:00:00Z,Spacewatch
2009 ST19,2009-09-16T00:00:00Z,Josep Maria Bosch
(228150) 2009 SJ38,2009-09-16T00:00:00Z,Spacewatch
(257380) 2009 SO10,2009-09-16T00:00:00Z,Spacewatch
(257381) 2009 SK38,2009-09-16T00:00:00Z,Spacewatch
(264055) 2009 SY5,2009-09-16T00:00:00Z,Spacewatch
(264057) 2009 SA26,2009-09-16T00:00:00Z,Spacewatch
(264059) 2009 SP39,2009-09-16T00:00:00Z,Spacewatch
(264100) 2009 SO301,2009-09-16T00:00:00Z,Spacewatch
(264101) 2009 SN302,2009-09-16T00:00:00Z,Spacewatch
(266736) 2009 SU3,2009-09-16T00:00:00Z,Spacewatch
(296690) 2009 SM245,2009-09-16T00:00:00Z,Spacewatch
(312625) 2009 SK356,2009-09-16T00:00:00Z,Spacewatch
(316134) 2009 SV43,2009-09-16T00:00:00Z,Spacewatch
(316141) 2009 SM248,2009-09-16T00:00:00Z,Spacewatch
(316144) 2009 SD304,2009-09-16T00:00:00Z,Spacewatch
(316146) 2009 SV347,2009-09-16T00:00:00Z,Spacewatch
(316147) 2009 SM348,2009-09-16T00:00:00Z,Mount Lemmon Survey
(316617) 2011 WJ46,2009-09-16T00:00:00Z,Catalina Sky Survey
(353191) 2009 SJ48,2009-09-16T00:00:00Z,Spacewatch
(231613) 2009 SQ25,2009-09-16T00:00:00Z,Spacewatch
2009 SE,2009-09-16T00:00:00Z,Catalina Sky Survey
(231612) 2009 RO64,2009-09-15T00:00:00Z,Spacewatch
(243460) 2009 RA54,2009-09-15T00:00:00Z,Spacewatch
(264050) 2009 RJ52,2009-09-15T00:00:00Z,Spacewatch
(264051) 2009 RD54,2009-09-15T00:00:00Z,Spacewatch
(266962) 2010 VG48,2009-09-15T00:00:00Z,Spacewatch
(274870) 2009 RH56,2009-09-15T00:00:00Z,Spacewatch
(296603) 2009 RG62,2009-09-15T00:00:00Z,Spacewatch
(296604) 2009 RT63,2009-09-15T00:00:00Z,Spacewatch
(312608) 2009 RU53,2009-09-15T00:00:00Z,Spacewatch
(312609) 2009 RW55,2009-09-15T00:00:00Z,Spacewatch
(312611) 2009 RY68,2009-09-15T00:00:00Z,Spacewatch
(316128) 2009 RB57,2009-09-15T00:00:00Z,Spacewatch
(316129) 2009 RH64,2009-09-15T00:00:00Z,Spacewatch
(316130) 2009 RA74,2009-09-15T00:00:00Z,Spacewatch
(353182) 2009 RR63,2009-09-15T00:00:00Z,Spacewatch
(353183) 2009 RF64,2009-09-15T00:00:00Z,Spacewatch
(353184) 2009 RQ64,2009-09-15T00:00:00Z,Spacewatch
(353185) 2009 RT64,2009-09-15T00:00:00Z,Spacewatch
(353188) 2009 RR68,2009-09-15T00:00:00Z,Spacewatch
(496073) 2009 RV47,2009-09-15T00:00:00Z,Spacewatch
(228140) 2009 RT33,2009-09-14T00:00:00Z,Spacewatch
(233915) 2009 RE73,2009-09-14T00:00:00Z,Spacewatch
(264048) 2009 RX33,2009-09-14T00:00:00Z,Spacewatch
(296588) 2009 RW30,2009-09-14T00:00:00Z,Spacewatch
(296592) 2009 RA33,2009-09-14T00:00:00Z,Spacewatch
(310022) 2009 RJ63,2009-09-14T00:00:00Z,Spacewatch
(316127) 2009 RY34,2009-09-14T00:00:00Z,Spacewatch
266725 Vonputtkamer,2009-09-13T00:00:00Z,Matthias Busch
228136 Billary,2009-09-13T00:00:00Z,Matthias Busch
353189 Iasus,2009-09-13T00:00:00Z,Palomar Transient Factory
(231610) 2009 RK12,2009-09-12T00:00:00Z,Spacewatch
(264053) 2009 RY62,2009-09-12T00:00:00Z,Spacewatch
(296581) 2009 RU8,2009-09-12T00:00:00Z,Spacewatch
(312610) 2009 RA63,2009-09-12T00:00:00Z,Spacewatch
(353179) 2009 RA12,2009-09-12T00:00:00Z,Spacewatch
(353180) 2009 RG14,2009-09-12T00:00:00Z,Spacewatch
2009 RR,2009-09-11T00:00:00Z,Catalina Sky Survey
225254 Flury,2009-09-10T00:00:00Z,Matthias Busch
243458 Bubulina,2009-08-31T00:00:00Z,Fabrizio Tozzi
(349916) 2009 QE59,2009-08-28T00:00:00Z,Spacewatch
(353178) 2009 QK59,2009-08-28T00:00:00Z,Spacewatch
229836 Wladimarinello,2009-08-28T00:00:00Z,Marco Micheli
229836 Wladimarinello,2009-08-28T00:00:00Z,Gianpaolo Pizzetti
274835 Aachen,2009-08-22T00:00:00Z,Erwin Schwab
228133 Ripoll,2009-08-20T00:00:00Z,Observatorio Astronómico de Mallorca
325455 Della Valle,2009-08-20T00:00:00Z,Wladimiro Marinello
410835 Neszmerak,2009-08-20T00:00:00Z,Richard Gierlinger
225238 Hristobotev,2009-08-17T00:00:00Z,Filip Fratev
(257376) 2009 QW57,2009-08-17T00:00:00Z,Spacewatch
(321406) 2009 QA1,2009-08-17T00:00:00Z,Spacewatch
(349918) 2009 SU154,2009-08-16T00:00:00Z,Spacewatch
(350059) 2010 TA143,2009-08-15T00:00:00Z,Spacewatch
(312779) 2010 VY33,2009-07-29T00:00:00Z,Spacewatch
(344014) 2011 XX1,2009-07-28T00:00:00Z,Spacewatch
(321377) 2009 OQ15,2009-07-27T00:00:00Z,Spacewatch
221923 Jayeff,2009-07-22T00:00:00Z,Norman Falla
225232 Kircheva,2009-07-21T00:00:00Z,Filip Fratev
406957 Kochetova,2009-07-21T00:00:00Z,Timur Kryachko
(480003) 2014 KY85,2009-06-19T00:00:00Z,Spacewatch
(249476) 2009 LS6,2009-06-15T00:00:00Z,Spacewatch
(321354) 2009 LU4,2009-06-13T00:00:00Z,Spacewatch
(310016) 2009 KD26,2009-05-29T00:00:00Z,Spacewatch
(296513) 2009 KB22,2009-05-25T00:00:00Z,Mount Lemmon Survey
(316085) 2009 KT9,2009-05-25T00:00:00Z,Spacewatch
(284887) 2009 KE9,2009-05-24T00:00:00Z,Catalina Sky Survey
(343161) 2009 KH3,2009-05-22T00:00:00Z,Peter Kocher
(310005) 2009 KE,2009-05-16T00:00:00Z,Mount Lemmon Survey
(346885) 2009 JN17,2009-05-14T00:00:00Z,Mount Lemmon Survey
216910 Vnukov,2009-05-13T00:00:00Z,Andrushivka Astronomical Observatory
(343159) 2009 JD17,2009-05-13T00:00:00Z,Spacewatch
2009 KK,2009-05-07T00:00:00Z,Catalina Sky Survey
(296499) 2009 JO15,2009-05-03T00:00:00Z,Mount Lemmon Survey
(336555) 2009 JA2,2009-05-01T00:00:00Z,Spacewatch
343158 Marsyas,2009-04-29T00:00:00Z,Catalina Sky Survey
(243453) 2009 HX85,2009-04-29T00:00:00Z,Spacewatch
(216898) 2009 HJ84,2009-04-27T00:00:00Z,Spacewatch
216897 Golubev,2009-04-24T00:00:00Z,Vital Mikalaevič Newski
263932 Speyer,2009-04-22T00:00:00Z,Erwin Schwab
(283173) 2009 HZ62,2009-04-22T00:00:00Z,Spacewatch
251595 Rudolfböttger,2009-04-20T00:00:00Z,Stefan Karge
216451 Irsha,2009-04-19T00:00:00Z,Andrushivka Astronomical Observatory
(301552) 2009 GA3,2009-04-14T00:00:00Z,Michel Ory
367488 Aloisortner,2009-04-14T00:00:00Z,Richard Gierlinger
(350078) 2011 JX9,2009-04-02T00:00:00Z,Mount Lemmon Survey
(284882) 2009 FY59,2009-03-31T00:00:00Z,Mount Lemmon Survey
(321300) 2009 FO61,2009-03-28T00:00:00Z,Spacewatch
(284883) 2009 FB63,2009-03-26T00:00:00Z,Spacewatch
263906 Yuanfengfang,2009-03-21T00:00:00Z,Chi-Sheng Lin
263906 Yuanfengfang,2009-03-21T00:00:00Z,Jin Zhangwei
257248 Chouchiehlun,2009-03-20T00:00:00Z,Winson Tsai
215080 Kaohsiung,2009-03-20T00:00:00Z,Chi-Sheng Lin
215080 Kaohsiung,2009-03-20T00:00:00Z,Winson Tsai
243440 Colonia,2009-03-17T00:00:00Z,Stefan Karge
216439 Lyubertsy,2009-03-15T00:00:00Z,Leonid Elenin
2012 DR30,2009-03-01T00:00:00Z,Spacewatch
2009 DD45,2009-02-27T00:00:00Z,Siding Spring Survey
(216891) 2009 DN43,2009-02-27T00:00:00Z,Spacewatch
2009 DM45,2009-02-25T00:00:00Z,Ute Zimmer
(410777) 2009 FD,2009-02-24T00:00:00Z,Spacewatch
212991 Garcíalorca,2009-02-23T00:00:00Z,Felix Hormuth
(301488) 2009 DO140,2009-02-21T00:00:00Z,Lincoln Near-Earth Asteroid Research
215044 Joãoalves,2009-02-20T00:00:00Z,Felix Hormuth
216433 Milianleo,2009-02-19T00:00:00Z,Erwin Schwab
212981 Majalitović,2009-02-14T00:00:00Z,Observatorio Astronómico de Mallorca
2009 BD81,2009-01-31T00:00:00Z,Robert Holmes
343000 Ijontichy,2009-01-29T00:00:00Z,Erwin Schwab
343000 Ijontichy,2009-01-29T00:00:00Z,Ute Zimmer
(215020) 2009 BE14,2009-01-25T00:00:00Z,Spacewatch
263844 Johnfarrell,2009-01-21T00:00:00Z,Joseph R. Hobart
438829 Visena,2009-01-21T00:00:00Z,Antonio Garrigós Sánchez
210444 Frithjof,2009-01-16T00:00:00Z,Felix Hormuth
(297178) 2010 WF24,2009-01-16T00:00:00Z,Mount Lemmon Survey
2009 BD,2009-01-16T00:00:00Z,Mount Lemmon Survey
(246687) 2009 AD,2009-01-01T00:00:00Z,Andrew Lowe
(228125) 2008 YV30,2008-12-31T00:00:00Z,Catalina Sky Survey
207931 Weihai,2008-12-24T00:00:00Z,Shandong University
216428 Mauricio,2008-12-23T00:00:00Z,Gustavo Muler
243381 Alessio,2008-12-22T00:00:00Z,Gustavo Muler
210433 Ullithiele,2008-12-21T00:00:00Z,Felix Hormuth
342843 Davidbowie,2008-12-21T00:00:00Z,Felix Hormuth
246643 Miaoli,2008-12-18T00:00:00Z,Quanzhi Ye
210432 Dietmarhopp,2008-12-08T00:00:00Z,Felix Hormuth
237277 Nevaruth,2008-12-05T00:00:00Z,Patrick Wiggins
237276 Nakama,2008-12-02T00:00:00Z,Tsutomu Seki
(386454) 2008 XM,2008-12-02T00:00:00Z,Lincoln Near-Earth Asteroid Research
(239664) 2008 XE,2008-12-01T00:00:00Z,Leonid Elenin
352860 Monflier,2008-11-30T00:00:00Z,Michel Ory
(263840) 2008 WG61,2008-11-24T00:00:00Z,Spacewatch
(229832) 2008 WQ33,2008-11-17T00:00:00Z,Spacewatch
(315964) 2008 WH17,2008-11-17T00:00:00Z,Spacewatch
241418 Darmstadt,2008-10-31T00:00:00Z,Erwin Schwab
(295746) 2008 UN100,2008-10-30T00:00:00Z,Douglas Tybor Durig
207901 Tzecmaun,2008-10-28T00:00:00Z,Erwin Schwab
(233827) 2008 UF244,2008-10-26T00:00:00Z,Mount Lemmon Survey
(269356) 2008 UF90,2008-10-26T00:00:00Z,Douglas Tybor Durig
(274773) 2008 UV348,2008-10-26T00:00:00Z,Spacewatch
(312487) 2008 UZ235,2008-10-26T00:00:00Z,Mount Lemmon Survey
(481817) 2008 UL90,2008-10-26T00:00:00Z,Mount Lemmon Survey
349606 Fleurance,2008-10-26T00:00:00Z,Michel Ory
(312486) 2008 UE190,2008-10-25T00:00:00Z,Mount Lemmon Survey
(315960) 2008 UB190,2008-10-25T00:00:00Z,Mount Lemmon Survey
(352793) 2008 UF189,2008-10-25T00:00:00Z,Mount Lemmon Survey
342372 Titia,2008-10-25T00:00:00Z,François Kugel
239611 Likwohting,2008-10-23T00:00:00Z,Quanzhi Ye
(266662) 2008 UJ209,2008-10-23T00:00:00Z,Spacewatch
(321138) 2008 UY152,2008-10-23T00:00:00Z,Mount Lemmon Survey
237187 Zhonglihe,2008-10-23T00:00:00Z,Quanzhi Ye
215016 Catherinegriffin,2008-10-21T00:00:00Z,David Grennan
207899 Grinmalia,2008-10-21T00:00:00Z,Andrushivka Astronomical Observatory
(315958) 2008 UR59,2008-10-21T00:00:00Z,Mount Lemmon Survey
(228123) 2008 UH45,2008-10-20T00:00:00Z,Mount Lemmon Survey
(233790) 2008 UY23,2008-10-20T00:00:00Z,Spacewatch
(257206) 2008 UA,2008-10-18T00:00:00Z,Gary Hug
(295710) 2008 UM15,2008-10-18T00:00:00Z,Spacewatch
(312484) 2008 UL15,2008-10-18T00:00:00Z,Spacewatch
(228122) 2008 UH11,2008-10-17T00:00:00Z,Spacewatch
(229826) 2008 UK8,2008-10-17T00:00:00Z,Spacewatch
(231572) 2008 UN9,2008-10-17T00:00:00Z,Spacewatch
(274675) 2008 UZ7,2008-10-17T00:00:00Z,Spacewatch
(274680) 2008 UL12,2008-10-17T00:00:00Z,Spacewatch
(315957) 2008 UO9,2008-10-17T00:00:00Z,Spacewatch
(322550) 2011 YT45,2008-10-10T00:00:00Z,Mount Lemmon Survey
(225229) 2008 TB149,2008-10-09T00:00:00Z,Mount Lemmon Survey
